dz_id|dz_name|dz_location|dz_ident|lat|sin_lat_rad|cos_lat_rad|lon|sin_lon_rad|cos_lon_rad|dz_address|dz_phone|dz_email|dz_url
293|Sky Down Skydiving|Caldwell Industrial Airport|KEUL|43.642|0.690150204106246|0.723666149389418|-116.636|-0.893872725026727|-0.448320813094032|5111 Aviation way, Caldwell Airport,  Caldwell, Idaho,  83605, United States|(208) 455-2359|Skydown@qwestoffice.net|http://www.skydownskydiving.com
294|SKYDIVE ITAPARICA Island|Vera Cruz|SNVR|-13.582|-0.234836750949915|0.972034824686486|-38.32|-0.620052932661633|0.784559979031373|Ilha de Itaparica,  Vera Cruz - BAHIA,  44470-000, Brazil|55 (71) 9953-1000|juliopqd@hotmail.com|http://www.skydiveitaparica.com.br
295|Fallschirmsportring Club 2000 e.V.|||||||||Schwabsoier Str. 11,  Altenstadt,  86972, Germany|info@fsr-club2000.de|info@fsr-club2000.de|http://www.fsr-club2000.de
296|Tromsø Fallskjermklubb|Langnes|ENTC|69.678|0.937755651749349|0.347295749487601|18.918|0.324214623689873|0.945983550483641|Postbox 706,  9257 Tromsø, Norway|+47 41 17 37 55|post@tromsofallskjermklubb.no|http://tromsofallskjermklubb.no
297|RAPA / JSPC(L) - Bad Lippspringe|||||||||Flugplatz,  Bad Lippspringe,  33175, Germany|+49 (5254) 98-2 2378|info@jspc.de|http://www.jspc.de
298|Parachutisme Nouvel Air|Farnham|CSN7|45.286|0.710627580906485|0.703568362886648|-73.005|-0.9563302665661|0.292288250276354|200, Chemin Lebeau,  Farnham, Quebec, Quebec,  J2N 2P9, Canada|(450) 293-8118|info@nouvelair.ca|http://www.nouvelair.ca
299|Jerry's Skydiving Circus|Franklin Flying Field|3FK|39.426|0.635081103210498|0.772445462375783|-86.058|-0.997634152977609|0.0687466130994741|3477 S 200E,  Franklin, Indiana,  46131, United States|812-343-2685|rlmoney@skycircus.com|http://www.jerrysskycircus.com
300|Vaasan Laskuvarjokerho - DZ Vaasa|||||||||PL 337,  Vaasa,  65100, Finland|+358 6 50 4650644|skydive@vaasanlaskuvarjokerho.net|http://www.vaasanlaskuvarjokerho.net
301|Cedps Peronne|||||||||BP 231,  PERONNE,  F 80205, France|+33 (0)322 856 128|cedps@cedps.com|http://www.cedps.com
302|Kasimovo|||||||||Marshala Novikova st. 4,  St. Petersburg, Russia|fps@afganvet.spb.ru|fps@afganvet.spb.ru|http://www.fps.spb.ru
303|Aero clube de Moçambique|||||||||Rua Mártires da Machava 1665,  Maputo, Mozambique|+25882381672|miguel@mocambique.net|http://www.acm.org.mz
304|Kansas State University Parachute Club|Abilene Municipal Airport|K78|38.905|0.62803096978476|0.778188345448076|-97.236|-0.99203575629091|-0.125956572834934|Abilene Airport,  Abilene, ks, Kansas, United States|785-655-0066|info@skydivekstate.com|http://www.skydivekstate.com
305|Luxembourg-Noertrange||ELNT|-65.76|-0.911833713652576|0.410559713862128|42.65|0.67751807775511|0.7355061211948|BP 735,  Luxembourg,  2017, Luxembourg|cpl@no-limits.lu|cpl@no-limits.lu|http://cpl.no-limits.lu
306|Mid-America Sport Parachute Club|Taylorville Municipal Airport|KTAZ|39.534|0.636535999502682|0.771246991136511|-89.328|-0.999931220612|0.0117283436765705|1501 s. spresser,  taylorville, Illinois,  62568, United States|217-824-jump|maspc1@yahoo.com|http://www.skydivetaylorville.org
307|Pyrlandia Boogie Skydiving|Lotnisko Michalkow|EPOM|51.705|0.784830453468506|0.619710544777495|17.829|0.306177181776964|0.951974544491141|Lotnisko Michalkow,  Ostrow Wielkopolski,  63-400, Poland|+48692400358|strefa@pyrlandia-boogie.pl|http://www.pyrlandia-boogie.pl/
308|Ground Rush Skydiving Club|Hawthorne Field|45R|30.337|0.505085075095792|0.863069560878773|-94.258|-0.997239827881306|-0.0742477318661239|Hawthorne Field,  Kountze Tx., Texas, United States|281-650-4500|groundrushskydiving@yahoo.com|http://groundrushskydiving.com
309|Skydive Fano|||||||||Via Roma 114,  Morciano di Romagna,  47833, Italy|0541857953|info@skydivefano.com|http://www.skydivefano.com
310|Skydive Gotland|Visby Airport||||||||Box 1115,  VISBY, Sweden|+46498210041|tomas@gof.se|http://www.gof.se
311|Passau|||||||||Obereisching 16,  Fürstenzell,  94081, Germany|info@jump4you.de|info@jump4you.de|http://www.jump4you.de
312|PARA-SKUF Association (DZ Borodyanka)|Borodyanka|AOO|50.663|0.773431028880114|0.633880464729311|29.933|0.498986953728909|0.866609496837153|Kiev region,  Kiev, Ukraine|(+38044) 522 92 36|info@paraskuf.com.ua|http://www.paraskuf.com.ua
313|High Sky Adventures Parachute Club|Fremont County Airport|1V6|38.434|0.62161272394556|0.783324722850608|-105.103|-0.965458989571606|-0.260555060314272|60298 Highway 50,  Canon City, Colorado,  81212, United States|719-784-4007|freefaller1949@yahoo.com|http://www.highskyadventurespc.com
314|Vilnius Skydiving club|Kyviskės airfield||54.673|0.815865190481857|0.578242155986575|25.506|0.430605612957533|0.902540196384331|įk.191198137, adresas Smėlio-10 Vilnius, LT-10324,  Vilnius, Lithuania|+370 686 67176|info@dropzone.lt|http://www.dropzone.lt/
315|Paraclub Hall e.V.|||||||||Flugplatz Schwäbisch Hall,  Schwäbisch Hall,  74523, Germany|+49-791-490066|webmaster@paraclub.de|http://www.paraclub.de
316|Vertical Speed|Aerodromo Sonhar|SJSH|-27.37|-0.459734862673287|0.888056223469423|-48.612|-0.750249558010859|0.66115474792556|Aerodromo Sonhar,  Governador Celso Ramos, Brazil|+55 (54) 9934-0714|contato@verticalspeed.com.br|http://www.verticalspeed.com.br
317|Florida Skydiving Center/Skydive Lake Wales|Lake Wales Municipal Airport|X07|27.894|0.467837263974664|0.883814626738379|-81.62|-0.98932326528863|0.145737698481355|440 S. Airport Road,  Lake Wales FL, Florida,  33859, United States|863 678 1003|LakeWalesSkydiving@gmail.com|http://www.FloridaSkydiving.com
318|Quad City Skydiving Center, Inc.|Gen-Airpark Airport|3G8|41.44|0.661835380440257|0.749649204093155|-90.111|-0.999998123404972|-0.00193731425786136|20028 E 1650 St.,  Geneseo, Illinois,  61254, United States|309.944.0363|jensen5@geneseo.net|http://www.qcskydiving.com
319|Endless Mountain Skydiving|Skyhaven Airport|76N|41.529|0.662999043878578|0.748620242723967|-75.947|-0.97007152749993|0.242819339291482|SkyHaven Airport,  Tunkhannock, Pennsylvania, Pennsylvania,  18657, United States|800 229 5557|info@jumpnepa.com|http://www.jumpnepa.com
320|Pepperell Skydiving Center|www.pepperellairport.com|26MA|42.696|0.678108361497853|0.734961937835353|-71.55|-0.948600194625505|0.316476967181586|165 Nashua Road,  Pepperell, Massachusetts,  01463, United States|978-433-9222|fran@skyjump.com|http://www.skyjump.com
321|Skydive Hot Springs|Hot Springs Municipal Airport|Khsr|-2.987|-0.0521093730436928|0.998641383701373|22.676|0.385519576628887|0.922699656462428|123 dropzone road,  hot springs, South Dakota,  57718, United States|605-209-0917|base363@hotmail.com|http://www.skydivehotsprings.com
322|Royan - Euro-Phenix-17|||||||||aérodrome de Royan-Médis,  Médis,  17600, France|00 33 (0) 546065148|euro-phenix@infonie.fr|http://www.europhenix17.fr
323|Skydive Gananoque|||44.401983|||-76.239713|||258 Airport Road  -  P.O. Box 147,  Gananoque, Ontario, Ontario,  K7G 2T7, Canada|613-382-5114|dlovegrove@rogers.com|http://www.skydivegan.com
324|Fallschirm-Centrum AirScout|||||||||Flugplatz Dueren,  Wallerfangen-Dueren,  66798, Germany|06837/900665|tandemspringen@t-online.de|http://www.skydivesaarland.de
325|FFF - Skydive Iceland, Hella|Hella||63.834|0.897520206526824|0.440973331252636|-20.374|-0.348146686372052|0.937440069960827|Reykjavík,  Reykjavík,  101, Iceland|+354-699-5867|skydive@skydive.is|http://www.skydive.is
326|Skydive-Thiene|Arturo Ferrarin|LIDH|45.676|0.715400119414051|0.698715012821652|11.496|0.199299522281336|0.979938620740315|via Pra Novei 13,  Thiene (Vicenza),  36016, Italy|++39-3496538686|info@skydivethiene.it|http://www.skydivethiene.it
327|Sky Diamond/Lisiciji jarak|||||||||Vojvode Milenka 35/1,  Belgrade,  11000, Serbia|+381 64 169 8040|dijamant@yubc.net|http://www.nebeskidijamant.co.yu
328|FFF - Skydive Iceland, Sandskeid|Sandskeið||64.059|0.899244979862431|0.43744538652524|-21.576|-0.367735056536895|0.929930603966665|64°03.590'N, 21°31.714'V,  Reykjavik, Iceland|skydive@skydive.is|skydive@skydive.is|http://www.skydive.is
329|Skydive Grenchen|||||||||Flugplatz,  Grenchen,  CH-2540, Switzerland|+4132 652 3752|info@skydivegrenchen.ch|http://www.SkydiveGrenchen.ch
330|Atlantic School of Skydiving|||||||||Waterville airport,  Waterville, Nova Scotia, Nova Scotia, Canada|(902) 423-5867|dropzone@attcanada.ca|http://www.atlanticschoolofskydiving.com
331|Loginovo - Ekaterinburg|||||||||Voevodina, 6,  Ekaterinburg, Russia|+7(3432)598588|burkhanov@dropzone.com|
332|DZ PORI / Satakunnan Laskuvarjourheilijat ry|||||||||Porin Lentoasema PL 101,  Pori,  28101, Finland|+358 2 6325790|satlu@nic.fi|http://www.nic.fi/~satlu
333|Gravidade Para-quedismo|||||||||av domingos ferreira 2215,  recife,  50000000, Brazil|55 81 3465 0559|gravidade@gravidade.com.br|http://www.gravidade.com.br
334|Skydive Krems|Flugplatz Krems|LOAG|48.393|0.747716971029014|0.664017568468784|15.601|0.268936630932329|0.963157873114667|Flughafenstrasse 2,  Krems,  3500, Austria|+436643012377|info@fallschirmschule.at|http://www.skydive-krems.at
335|Skydive Castellon|||||||||Camino La Plana 125,  Castellon,  12100, Spain|(+34) 605,920,380|info@skytime.info|http://www.skydivecastellon.info/
336|Midwest Freefall Sport Parachute Club, Inc.|Kunstman Airfield||42.759|0.678916084268149|0.734215874605012|-82.942|-0.992422275879657|0.122874026294585|62912 Kunstman Road,  Ray, MI, Michigan,  48096, United States|(586) 752-JUMP (5867)|skydive@midwestfreefall.com|http://www.MidwestFreefall.com
337|CERPS Namur|Aérodrome de Namur|EBNM|||||||Rue Cpt Jacquet, 44,  SUARLEE,  B5020, Belgium|081/568920|Gillain21@hotmail.com|http://www.paraclubnamur.be
338|Tønsberg Skydive Club|Jarlsberg Airport|ENJB|59.297|0.859825538453548|0.510587938971404|10.366|0.179935450440805|0.983678419848003|Jarlsberg Airport,  Tønsberg, Norway|004733380670|info@hoppfallskjerm.no|http://www.hoppfallskjerm.no
339|Paradise Skydives|Vinton Veterans Memorial Airpark|KVTI|42.219|0.67196621249204|0.740581804576039|-92.026|-0.999374887232431|-0.0353530022652487|5551 24th Avenue Drive,  Vinton, Iowa, Iowa,  52349, United States|319-472-4975|jay@paradiseskydives.com|http://www.paradiseskydives.com
340|NZONE Skydive Queenstown|Nzone - Private||-45.088|-0.708191984793924|0.706019909544797|168.756|0.194987613352225|-0.980805704836184|35 Shotover Street,  Queenstown,  9300, New Zealand|64 3 4422256|skydive@nzone.biz|http://www.nzone.biz
341|GoJump GmbH, Gransee bei Berlin|||53.006|0.79869852759002|0.601731386937339|13.207|0.22846981350783|0.973550997285554|Flugplatz Gransee,  Gransee,  16775, Germany|+49 33 06 79 94 - 0|info@GoJump.de|http://www.GoJump.de
342|Fallschirmsportspringerclub Oberhausen Unterfranken e. V.|||||||||Oberhausen 4,  Riedenheim,  97283, Germany|09338.99853|info@fsoberhausen.de|http://www.fsoberhausen.de
343|Skydive Hibaldstow|Hibaldstow Airfield|EG26|53.5|0.803856860617217|0.594822786751341|-0.524|-0.00914539779139671|0.999958179975161|Hibaldstow Airfield,  Hibaldstow, (nr Brigg), North Lincolnshire,  DN20 9NN, United Kingdom|01132 505600 / 01652 648837|info@skydiving.co.uk|http://www.skydiving.co.uk
344|Sundsvalls Fallskärmsklubb, Skydive Sundsvall, Bänkås|||||||||Box 406,  Sundsvall,  S-851 06, Sweden|+46 60 58 76 00|info@frifall.com|http://www.frifall.com/
345|SKY SERVICE (Skydive Prague)|||||||||Pribram airport,  Pribram,  120 00, Czech Republic|+420724002002|info@skyservice.cz|http://www.skyservice.cz
346|Beaverly|||||||||7745 West Beaverly Rd.,  Prince George B.C. Canada, British Columbia,  V2N 5A8, Canada|250-964-8228|blackram@skydivebc.ca|http://www.skydivebc.ca
347|Centre Ecole de Parachutisme Nouvelle Caledonie|||||||||130, RT 14, Entrée Nord 98845,  Noumea, Pacific Islands|(687) 28 12 74  or (687) 77 66 66|cepnc@skydiveworld.com|http://cepnc.skydiveworld.com
348|Skydive Waikato New Zealand|||||||||Matamata,  Matamata New Zealand, New Zealand|078888763|funjump@freefall.co.nz|http://www.freefall.co.nz
349|Skydive Lake Wanaka Ltd|Wanaka.||||||||14 Mustang Lane,Wanaka Airport, State Highway 6, Wanaka. NZ,  Wanaka, New Zealand., New Zealand|0274-796877|info@skydivewanaka.com|http://www.skydivewanaka.com
350|Skydive Fargo|West Fargo|D54|46.903|0.730198051750975|0.683235541536797|-96.917|-0.992721652913913|-0.120431390575166|P.O. Box 223,  West Fargo, North Dakota,  58078, United States|7012810149|info@skydivefargo.com|http://www.skydivefargo.com
351|Lido Lakes|||||||||Lido Lakes,  Bogor, Indonesia|2skydive@skydiveasia.org|2skydive@skydiveasia.org|http://www.skydiveasia.org/organizations/indonesia.html#Lido
352|Skydiving Club of  Oulu - DZ Oulu||EFOU|64.932|0.905805575414169|0.423693591583122|25.379|0.428604014922475|0.903492445121892|PL 307,  Oulu,  90101, Finland|+358-40-5560403|johtokunta@oulunlaskuvarjokerho.fi|http://www.oulunlaskuvarjokerho.fi
353|Emerald Coast Skydiving Center|Horak Airport|7AL9|30.468|0.507057059322962|0.861912488940003|-87.545|-0.999082172033492|0.042834723354314|16646 County Road 95,  Elberta, Alabama,  36530, United States|251-986-5618|dzo@emeraldskydive.com|http://www.emeraldskydive.com
354|Fall from the Sky|||||||||23 Heywood Gardens, Prestwich,  Manchester,  M25 1FW, United Kingdom|dropzone@fallfromthesky.com|dropzone@fallfromthesky.com|http://www.fallfromthesky.com
355|Niagara Skydive Center Inc.|Dunnville|CDU9|42.874|0.680388381459944|0.732851724685367|-79.6|-0.983571470813386|0.18051914525056|536 Regional Road 11, R.R.7,  Dunnville, Ontario,  N1A 2W6, Canada|905.701.5867|tim@niagaraskydive.com|http://www.niagaraskydive.com
356|Aeroclubul Transilvania Sibiu|||||||||Str. Avram Iancu 17,  Sibiu,  2400, Romania|+40269229240|dstreza@hotmail.com|
357|Skydive Happy Valley|Mifflin County Airport|KRVL|40.677|0.651794016670347|0.758396044183206|-77.627|-0.976773361526467|0.214275057373193|Mifflin County Airport,  Reedsville, Pennsylvania, United States|1-866-258-7597|brenthutch@aol.com|http://www.skydivehappyvalley.com
358|Take Off Fallschirmsport|Ruppiner Land|EDBF|52.78|0.796318824596925|0.604877119415648|12.766|0.220969793369972|0.975280652129443|Flugplatz Fehrbellin,  Fehrbellin,  16833, Germany|+49-(0)33932-72238|info@funjump.de|http://www.funjump.de
359|Skydive Italia|||||||||Via di Galliano,  Barberino del Mugello - FIRENZE, Italy|info@skydiveitalia.it|info@skydiveitalia.it|http://www.skydiveitalia.it
360|Vila Real|||||||||Rua Dr. Domingos Campos 8,  Vila Real,  5000, Portugal|+351966121372|airzone1805@hotmail.com|http://www.falcoesdomarao.pt.vu
361|Skydive Oberamt, hausen am Albis|||||||||Kappelerstrasse,  Hausen am Albis,  8915, Switzerland|0796659237|marco@by-night.ch|http://www.dropzone.com/dropzone/Detailed/597.shtml
362|Paraclub Reconquista|||||||||Aerodromo Avellaneda - Santa Fe,  Reconquista - Avellaneda,  3560, Argentina|03482-421770|paraclub@interlap.com.ar|http://www.gratisweb.com/paraclub
363|Aversi|Ringsted||55.344|0.822580973852558|0.568647994330216|11.838|0.205145216255832|0.978731546567979|Tornelundsvej 8,  Haslev,  DK-4690, Denmark|+45 5764 2313|formand@aversi.dk|http://www.aversi.dk
364|WA Skydiving Acadamy|||||||||Head Office: 458 William St,  Northbridge, Western Australia, Western Australia,  6003, Australia|+61 8 9227 6066|wasac@iinet.net.au|http://www.waskydiving.com.au/
365|Fallschirmspringerclub Neustadt / Aisch e.V.|Flugplatz Neustadt/Aisch|EDQN|49.588|0.76140254892067|0.648279383057264|10.578|0.183573916981684|0.983005908936463|Flugplatz Eichelberg,  Neustadt / Aisch,  91413, Germany|+49 171 4038581|fsc-nea@t-online.de|http://www.fsc-nea.de/
366|No longer Existent - New Account follows|No longer Existent - New Account follows||44.716|0.703593168040089|0.71060302130466|-27.246|-0.457811848896294|0.889049104948741|Address,  Dropzone, Austria|not@existed.at|not@existed.at|
367|Skull Clube Escola de Pára-quedismo|||||||||Rua Joaquim da Silva Sampaio, 303,  Curitiba,  80710-630, Brazil|+55 41 9956-8213|skull@skullparaquedismo.com.br|http://www.skullparaquedismo.com.br
368|Maubeuge|Maubeuge|LFQJ|50.315|0.769566757701649|0.638566367295187|4.033|0.0703310177890855|0.997523707957235|Aerodrome de la Salmagne,  Vieux-Reng,  59600, France|+33327679831|info@skydivemaubeuge.fr|http://www.skydivemaubeuge.fr
369|Olympic Skydivers Association|||47.955|0.742619062377583|0.669714064503232|-122.802|-0.840547693799877|-0.541737551262333|130 W. Egg & I Rd.,  Chimacum, Washington,  98325, United States|360 732 7162|skydogpack@waypt.com|
370|Freefall Express Skydiving|Mount Vernon Municipal Airport|2MO|37.068|0.602762438789833|0.797920699307978|-93.885|-0.997702051006758|-0.0677540952039687|Mt. Vernon Airport,  Mt. Vernon, Mo.,  P.O. Box 770, Missouri,  Nixa, Mo., United States|800-598-JUMP|Airwolf725@aol.com|http://freefallexpress.com
371|Riga (dropzone Spilva)|||||||||Dropzone Spilva,  Riga,  ****, Latvia|+371 9425210|@.|http://3fly.dp.lv/
372|Auckland Skydivers Inc|||||||||Off  Parkhurst Rd Parakai,  Auckland, New Zealand|0800 4 A JUMP|tim@aucklandskydivers.co.nz|http://www.aucklandskydivers.co.nz
373|Aeroclub Canalones|||||||||Ruta 5 y Ruta 11,  Canelones,  11000, Uruguay|0332 4717|juanferia@hotmail.com|http://www.skydiveuy.t2u.com
374|Padobranski Klub Krila Kvarnera Rijeka|Grobinik||45.379|0.711768645636111|0.702413977003117|14.513|0.250599663339342|0.968090806037434|Mire Radune Ban 14/3,  Rijeka,  51000, Croatia|00385 51 250 845, 00385 98 866659|info@padobranstvo.hr|http://www.padobranstvo.hr
375|Parachutisme Granville E F P|||||||||Bréville sur mer. ( Manche) Normandie France,  Bréville sur mer. ( Manche) Normandie France, France|parachutisme.normandie@aero-club.com|parachutisme.normandie@aero-club.com|http://cerpn.free.fr/index.htm
376|Sprungparadies Münster - Sendenhorst|||||||||Elmenhorst 1,  48324 Sendenhorst,  EDDG, Germany|+4925264368 or +4917621191188|info@fallschirm-muenster.de|http://www.fallschirm-muenster.de
377|Skydive Snohomish|Harvey Field Airport|S43|47.908|0.742069442957863|0.670323013052817|-122.101|-0.847112646598261|-0.531413364503839|9912 Airport Way,  Snohomish, Washington,  98296, United States|360-568-7703|skydive@harveyfield.com|http://www.skydivesnohomish.com
378|Skydive Føniks|ENMM||||||||Molde Int. Airport,  Molde, Norway|lars.kjersem@gmail.com|lars.kjersem@gmail.com|http://www.foniksfsk.no
379|Skytandem Süddeutschland|Boxberg|EDGU|49.506|0.760473971471099|0.649368415242823|9.728|0.168971065014058|0.985621011945268|Keimenäckerstraße 56,  Stuttgart,  70839, Germany|info@skytandem.de|info@skytandem.de|http://www.skytandem.de
380|Skydive Exit Eggenfelden|Eggenfelden|EDME|48.396|0.747751737882627|0.663978417189529|12.724|0.220254816008032|0.975442369402349|Flugplatz Zainach,  Eggenfelden,  84307, Germany|0700/444 19 600|info@skydive-exit.com|http://www.skydive-exit.com
381|Neustadt - Glewe  EDAN|EDAN||||||||Flugplatz,  Neustadt - Glewe,  19306, Germany|00493875733205|info@skydive-mv.de|http://www.skydive-mv.de
382|Okanagan Skydive |Vernon Reginal||50.245|0.768786027566247|0.63950609365268|-119.329|-0.871821462020478|-0.489823782967381|6311 Captain Baily way,  Vernon, British Columbia,  V1H 1N5, Canada|1 866 466 JUMP|info@okanaganskydive.com|http://www.okanaganskydive.com
383|Skydive Salerno|Salerno Costa d'Amalfi||||||||cp 136,  salerno,  84100, Italy|0039082851024|info@skydivesalerno.com|http://www.skydivesalerno.com
384|Novosibirsk|Tanay||54.758|0.816722131871619|0.577031159740164|85.115|0.996367624144621|0.0851560776245763|Tanay lake,  Novosibirsk, Russia|+7 913 897-51-76|sibsky@gmail.com|http://sibsky.ru
385|Mayskoe|Mayskoe||48.486|0.748793789810972|0.662803032838959|35.628|0.582520256622215|0.812816185016507|Dnepropetrovsk region, Sinelnikovo distr,  Mayskoe,  52511, Ukraine|+380 67 540 1764|skydive@avia-soyuz.com.ua|http://skydive.mayskoe.com/
386|Skydive Byron Bay|Tyagarah|YTYH|-28.595|-0.478615237649492|0.878024745829934|153.551|0.44540103934038|-0.895331175685572|Po Box 1615,  Byron Bay, New South Wales,  2480, Australia|(02) 6684 1323|stevestacey780@hotmail.com|http://www.skydivebyronbay.com
387|Skydive Ttasmeno|||||||||AVIOSUPERFICIE PANICAROLA,  Panicarola - Lago Trasimeno - Perugia,  06078, Italy|075-8350026/329-0717171|cib@skydivetrasimeno.com|http://skydivetrasimeno.com
388|Panama Freefall|||||||||Calzada Larga,  Panama, Panama|Info@PanamaFreefall.com|Info@PanamaFreefall.com|http://www.panamafreefall.com
389|Centro de Paracaidismo Pirineos|Aeródromo Santa Cilia-Los Pirineos|LECI|42.568|0.676464749966566|0.736475011152905|-0.727|-0.0126882031906361|0.999919501509893|Aeródromo de Santa Cilia-Los Pirineos,  Santa Cilia (Huesca),  22700, Spain|++ 34 609 060622|correo@paracaidismopirineos.com|http://www.paracaidismopirineos.com
390|Nimbus Fallskjermklubb|Rakkestad Flyplass|ENRK|59.399|0.860733142424112|0.509056438455221|11.344|0.196699144387267|0.980463893571465|Postboks 3,  Rygge,  1581, Norway|+47 95153455|osonder@gmail.com|http://www.nimbusfsk.no
391|Centro de Paracaidismo Velocidad Vertical|||||||||La Salina 1º 6K,  Zaragoza,  50003, Spain|+34 976 44 69 92 / 6524540 97|info@velocidadvertical.com|http://www.velocidadvertical.com
392|SkyTime Castellón|Aerodrom El Pinar|LECN|39.998|0.642760869299438|0.766066880172633|0.025|0.00043633229915333|0.999999904807058|Camino La Plana, s/n,  Castellón de La Plana (El Grao),  12100, Spain|+34.605.92.03.80 / +34.629.08.73.22|info@skytime.info|http://www.skytime.info
393|Eden North Skydive Center|||53.627|0.805173350037951|0.593039523462528|-114.169|-0.912341772360876|-0.409429469390535|box 2924,  Stony Plain, Alberta, Canada, Alberta,  T7Z 1Y4, Canada|780 489 9000|info@edennorth.com|http://www.edennorth.com
394|Rommehed DZ|||||||||Box 130,  Borlänge,  781 22, Sweden|+47243-239260|thomas.loven@superstars.nu|http://www.frittfall.nu
395|Cahors|Aérodrome de Cahors Lalbenque||||||||Aerodrome Cahors-Lalbenque,  CIEURAC,  46230, France|+33 (0)5 65 21 00 54|cep46@wanadoo.fr|http://www.parachutisme.com
396|Fallskärmsklubben Dala|||||||||Box 130,  Borlänge,  S-781 22, Sweden|+46243-23 92 60|thomas.loven@superstars.nu|http://www.frittfall.nu
397|CTR - Clube do TR|||||||||Boituva - SP,  São Paulo, Brazil|(15) 263-0209|andre@paraquedas.com.br|http://www.clubedotr.com.br
398|GarLyn Skydiving|Thames Airfield, Coromandel||-36.598|-0.596196850985911|0.802838286876307|175.781|0.0735689150994843|-0.997290135683235|90 Ruebe Rd, RD2,  Pukekohe East, Auckland,  2677, New Zealand|+64-9-238-0715|garlyn@garlyn.co.nz|http://www.garlyn.co.nz
399|Horizon|||||||||780 ch.du Volair,  St-Honoré, Chicoutimi, Quebec,  G0V 1L0, Canada|418-673-3004|skydive@parahorizon.com|http://www.parahorizon.com
400|Skydive Tortuga Arezzo|Arezzo|LIQB|43.45|0.687721305113934|0.725974797422326|11.84|0.205179380306805|0.978724385052766|Aeroporto di Arezzo,  Arezzo,  52100, Italy|0039-0575-1941157|info@skydivetortuga.com|http://www.skydivetortuga.com
401|Illinois Skydiving Center|Schmidt Airport|56IS|40.241|0.646004083396219|0.763333953283496|-88.086|-0.999442084767366|0.0333993891540223|1962 CR 2500 N,  Flatville, Illinois,  61878, United States|(217) 841-8881|info@illinoisskydivingcenter.com|http://www.illinoisskydivingcenter.com
402|Sequim Valley Skydivers|Sequim Valley Airport|W28|48.098|0.744288234023808|0.667858536438459|-123.187|-0.836888530073905|-0.547373353599478|Sequim Valley Airport,  Sequim, Washington,  98382, United States|360-460-3328|FRANKKMILLS@TENFORWARD.COM|
403|Parachutisme 74|||||||||Aerodrome route de Thonon,  Annemasse,  74 100, France|+(33) 04 50 92 06 50|para74@club-internet.fr|http://www.parachutisme74.com/
404|Engadin Sky|Engadin-Airport|LSZS|||||||Airport,  St. Moritz,  7003, Switzerland|+41 79 407 4442|contact@engadinsky.ch|http://EngadinSky.ch
405|North London Skydiving Centre|Chatteris Airfield|X3CT|52.486|0.793204568130994|0.608955263624614|0.091|0.00158824895157856|0.999998738731838|Chatteris Airfield, March,  Cambridge,  PE15 0FB, United Kingdom|0871 664 0113|office@ukskydiving.com|http://www.ukskydiving.com
406|Fallschirmsport Marl|Verkehrslandeplatz Loemühle|EDLM|51.648|0.784213553799403|0.620491016886877|7.154|0.124536672524438|0.992215005528812|Hülsstr. 301,  Marl,  45770, Germany|+49 177 4689121|info@fallschirmsport-marl.de|http://www.fallschirmsport-marl.de
407|Skydive San Diego|Nichols Field|0CL3|32.633|0.539255913365192|0.842141947595934|-116.893|-0.891852798276773|-0.452325752313407|13531 Otay Lakes Road,  San Diego, California,  91935, United States|619-216-8416|blake@skydivesandiego.com|http://www.skydivesandiego.com
408|Skydive Switzerland / Scenic Air|Flugplatz Reichenbach|LSGR|46.615|0.726754525159293|0.686897270456428|7.679|0.133622962113815|0.991032241653081|PO BOX 412,  Interlaken,  3800, Switzerland|++41 33 826 77 17|info@scenicair.ch|http://skydiveswitzerland.com
409|SKYDIVE MADRID (Ocaña)|Ocaña|LEOC|39.935|0.641918146382719|0.766773169421423|-3.498|-0.0610136980204487|0.998136928809805|Ocaña airport A-lV km 64,  Ocaña,  45300, Spain|+34628444923|info@skydivemadrid.es|http://www.skydivemadrid.es
410|Skydive Saulgau|Bad Saulgau|EDTU|48.017|0.74334332781083|0.668910081400423|9.5|0.165047605860678|0.986285601537231|Glockeneichweg,  Bad Saulgau,  88341, Germany|+049 (0)7581 7019|info@skydive-saulgau.de|http://www.skydive-saulgau.de
411|Skydive Spain|Aeródromo La Juliana|LEJU|37.296|0.605932864263586|0.795515784887595|-6.159|-0.10728792860465|0.994227992150555|Calle Virgen de los Reyes 3,  Bollullos de la Mitación, Sevilla,  41110, Spain|+34 955 766 056|info@skydivespain.com|http://www.skydivespain.com
412|Aero Klub Sasa Mitrovic - Leskovac|||||||||Leskovac,  Leskovac,  16000, Serbia|ducko@ptt.yu|ducko@ptt.yu|
413|Sky Dive Taft|Taft-Kern County Airport|L17|35.141|0.57559056043426|0.817738042859065|-119.441|-0.870862304733236|-0.491527055404599|500 Airport Road,  Taft, California,  93268, United States|661-765-JUMP|skydive@skydivetaft.com|http://www.skydivetaft.com
414|Paraclub de Gran Canaria|El Berriel|GCLB|27.911|0.468099476456558|0.883675777726818|-15.553|-0.26812964339876|0.963382838922748|Carretera General del Sur; km 46,5 ( Aeródromo El Beriel),  San Bartolomé de Tirajana,  35107, Spain|0034 928 157000|office@paraclubdegrancanaria.com|http://paraclubdegrancanaria.com
415|Grenland FSK|||||||||-,  Skien,  3701, Norway|+47 35 54 66 50|gfallskj@online.no|http://www.frittfall.no
